Start,Finish,Steps (count)
10-Dec-2015 00:00,11-Dec-2015 00:00,11928.0
11-Dec-2015 00:00,12-Dec-2015 00:00,23016.0
12-Dec-2015 00:00,13-Dec-2015 00:00,18385.0
13-Dec-2015 00:00,14-Dec-2015 00:00,16683.0
14-Dec-2015 00:00,15-Dec-2015 00:00,0.0
15-Dec-2015 00:00,16-Dec-2015 00:00,8920.0
16-Dec-2015 00:00,17-Dec-2015 00:00,14453.0
17-Dec-2015 00:00,18-Dec-2015 00:00,25593.0
18-Dec-2015 00:00,19-Dec-2015 00:00,16652.0
19-Dec-2015 00:00,20-Dec-2015 00:00,19042.0
20-Dec-2015 00:00,21-Dec-2015 00:00,24291.0
21-Dec-2015 00:00,22-Dec-2015 00:00,9129.0
22-Dec-2015 00:00,23-Dec-2015 00:00,10521.0
23-Dec-2015 00:00,24-Dec-2015 00:00,20932.0
24-Dec-2015 00:00,25-Dec-2015 00:00,22362.0
25-Dec-2015 00:00,26-Dec-2015 00:00,22509.0
26-Dec-2015 00:00,27-Dec-2015 00:00,14000.0
27-Dec-2015 00:00,28-Dec-2015 00:00,17570.0
28-Dec-2015 00:00,29-Dec-2015 00:00,17152.0
29-Dec-2015 00:00,30-Dec-2015 00:00,20449.0
30-Dec-2015 00:00,31-Dec-2015 00:00,21762.0
31-Dec-2015 00:00,01-Jan-2016 00:00,17012.0
01-Jan-2016 00:00,02-Jan-2016 00:00,51830.0
02-Jan-2016 00:00,03-Jan-2016 00:00,19255.0
03-Jan-2016 00:00,04-Jan-2016 00:00,15852.0
04-Jan-2016 00:00,05-Jan-2016 00:00,8835.0
05-Jan-2016 00:00,06-Jan-2016 00:00,9140.0
06-Jan-2016 00:00,07-Jan-2016 00:00,14555.0
07-Jan-2016 00:00,08-Jan-2016 00:00,22049.0
08-Jan-2016 00:00,09-Jan-2016 00:00,16812.0
09-Jan-2016 00:00,10-Jan-2016 00:00,91370.0
10-Jan-2016 00:00,11-Jan-2016 00:00,20797.0
11-Jan-2016 00:00,12-Jan-2016 00:00,7834.0
12-Jan-2016 00:00,13-Jan-2016 00:00,10863.0
13-Jan-2016 00:00,14-Jan-2016 00:00,10627.0
14-Jan-2016 00:00,15-Jan-2016 00:00,20472.0
15-Jan-2016 00:00,16-Jan-2016 00:00,13688.0
16-Jan-2016 00:00,17-Jan-2016 00:00,21825.0
17-Jan-2016 00:00,18-Jan-2016 00:00,17647.0
18-Jan-2016 00:00,19-Jan-2016 00:00,15972.0
19-Jan-2016 00:00,20-Jan-2016 00:00,26232.0
20-Jan-2016 00:00,21-Jan-2016 00:00,10499.0
21-Jan-2016 00:00,22-Jan-2016 00:00,17662.0
22-Jan-2016 00:00,23-Jan-2016 00:00,14834.0
23-Jan-2016 00:00,24-Jan-2016 00:00,19358.0
24-Jan-2016 00:00,25-Jan-2016 00:00,18661.0
25-Jan-2016 00:00,26-Jan-2016 00:00,10414.0
26-Jan-2016 00:00,27-Jan-2016 00:00,19185.0
27-Jan-2016 00:00,28-Jan-2016 00:00,10978.0
28-Jan-2016 00:00,29-Jan-2016 00:00,17509.0
29-Jan-2016 00:00,30-Jan-2016 00:00,9737.0
30-Jan-2016 00:00,31-Jan-2016 00:00,13414.0
31-Jan-2016 00:00,01-Feb-2016 00:00,17482.0
01-Feb-2016 00:00,02-Feb-2016 00:00,10165.0
02-Feb-2016 00:00,03-Feb-2016 00:00,14083.0
03-Feb-2016 00:00,04-Feb-2016 00:00,7434.0
04-Feb-2016 00:00,05-Feb-2016 00:00,28339.0
05-Feb-2016 00:00,06-Feb-2016 00:00,9877.0
06-Feb-2016 00:00,07-Feb-2016 00:00,16715.0
07-Feb-2016 00:00,08-Feb-2016 00:00,18297.0
08-Feb-2016 00:00,09-Feb-2016 00:00,8328.0
09-Feb-2016 00:00,10-Feb-2016 00:00,8731.0
10-Feb-2016 00:00,11-Feb-2016 00:00,9346.0
11-Feb-2016 00:00,12-Feb-2016 00:00,16274.0
12-Feb-2016 00:00,13-Feb-2016 00:00,13363.0
13-Feb-2016 00:00,14-Feb-2016 00:00,22350.0
14-Feb-2016 00:00,15-Feb-2016 00:00,16583.0
15-Feb-2016 00:00,16-Feb-2016 00:00,11978.0
16-Feb-2016 00:00,17-Feb-2016 00:00,9270.0
17-Feb-2016 00:00,18-Feb-2016 00:00,14099.0
18-Feb-2016 00:00,19-Feb-2016 00:00,20517.0
19-Feb-2016 00:00,20-Feb-2016 00:00,17921.0
20-Feb-2016 00:00,21-Feb-2016 00:00,16099.0
21-Feb-2016 00:00,22-Feb-2016 00:00,15533.0
22-Feb-2016 00:00,23-Feb-2016 00:00,5418.0
23-Feb-2016 00:00,24-Feb-2016 00:00,8899.0
24-Feb-2016 00:00,25-Feb-2016 00:00,12605.0
25-Feb-2016 00:00,26-Feb-2016 00:00,20584.0
26-Feb-2016 00:00,27-Feb-2016 00:00,14741.0
27-Feb-2016 00:00,28-Feb-2016 00:00,14040.0
28-Feb-2016 00:00,29-Feb-2016 00:00,19595.0
29-Feb-2016 00:00,01-Mar-2016 00:00,16343.0
01-Mar-2016 00:00,02-Mar-2016 00:00,10463.0
02-Mar-2016 00:00,03-Mar-2016 00:00,15495.0
03-Mar-2016 00:00,04-Mar-2016 00:00,25529.0
04-Mar-2016 00:00,05-Mar-2016 00:00,7972.0
05-Mar-2016 00:00,06-Mar-2016 00:00,20681.0
06-Mar-2016 00:00,07-Mar-2016 00:00,31833.0
07-Mar-2016 00:00,08-Mar-2016 00:00,14508.0
08-Mar-2016 00:00,09-Mar-2016 00:00,8440.0
09-Mar-2016 00:00,10-Mar-2016 00:00,13862.0
10-Mar-2016 00:00,11-Mar-2016 00:00,16330.0
11-Mar-2016 00:00,12-Mar-2016 00:00,12802.0
12-Mar-2016 00:00,13-Mar-2016 00:00,17769.0
13-Mar-2016 00:00,14-Mar-2016 00:00,11995.0
14-Mar-2016 00:00,15-Mar-2016 00:00,21111.0
15-Mar-2016 00:00,16-Mar-2016 00:00,18516.0
16-Mar-2016 00:00,17-Mar-2016 00:00,15391.0
17-Mar-2016 00:00,18-Mar-2016 00:00,18162.0
18-Mar-2016 00:00,19-Mar-2016 00:00,13770.0
19-Mar-2016 00:00,20-Mar-2016 00:00,22091.0
20-Mar-2016 00:00,21-Mar-2016 00:00,20236.0
21-Mar-2016 00:00,22-Mar-2016 00:00,8126.0
22-Mar-2016 00:00,23-Mar-2016 00:00,29809.0
23-Mar-2016 00:00,24-Mar-2016 00:00,15109.0
24-Mar-2016 00:00,25-Mar-2016 00:00,16415.0
25-Mar-2016 00:00,26-Mar-2016 00:00,13881.0
26-Mar-2016 00:00,27-Mar-2016 00:00,17841.0
27-Mar-2016 00:00,28-Mar-2016 00:00,14896.0
28-Mar-2016 00:00,29-Mar-2016 00:00,26726.0
29-Mar-2016 00:00,30-Mar-2016 00:00,8110.0
30-Mar-2016 00:00,31-Mar-2016 00:00,19643.0
31-Mar-2016 00:00,01-Apr-2016 00:00,12612.0
01-Apr-2016 00:00,02-Apr-2016 00:00,11792.0
02-Apr-2016 00:00,03-Apr-2016 00:00,14048.0
03-Apr-2016 00:00,04-Apr-2016 00:00,35662.0
04-Apr-2016 00:00,05-Apr-2016 00:00,13143.0
05-Apr-2016 00:00,06-Apr-2016 00:00,11537.0
06-Apr-2016 00:00,07-Apr-2016 00:00,9642.0
07-Apr-2016 00:00,08-Apr-2016 00:00,11259.0
08-Apr-2016 00:00,09-Apr-2016 00:00,11301.0
09-Apr-2016 00:00,10-Apr-2016 00:00,13635.0
10-Apr-2016 00:00,11-Apr-2016 00:00,11233.0
11-Apr-2016 00:00,12-Apr-2016 00:00,10094.0
12-Apr-2016 00:00,13-Apr-2016 00:00,19366.0
13-Apr-2016 00:00,14-Apr-2016 00:00,7402.0
14-Apr-2016 00:00,15-Apr-2016 00:00,28197.0
15-Apr-2016 00:00,16-Apr-2016 00:00,12295.0
16-Apr-2016 00:00,17-Apr-2016 00:00,18499.0
17-Apr-2016 00:00,18-Apr-2016 00:00,13828.0
18-Apr-2016 00:00,19-Apr-2016 00:00,9044.0
19-Apr-2016 00:00,20-Apr-2016 00:00,8452.0
20-Apr-2016 00:00,21-Apr-2016 00:00,15107.0
21-Apr-2016 00:00,22-Apr-2016 00:00,17785.0
22-Apr-2016 00:00,23-Apr-2016 00:00,18659.0
23-Apr-2016 00:00,24-Apr-2016 00:00,31968.0
24-Apr-2016 00:00,25-Apr-2016 00:00,18858.0
25-Apr-2016 00:00,26-Apr-2016 00:00,8861.0
26-Apr-2016 00:00,27-Apr-2016 00:00,8349.0
27-Apr-2016 00:00,28-Apr-2016 00:00,14642.0
28-Apr-2016 00:00,29-Apr-2016 00:00,13712.0
29-Apr-2016 00:00,30-Apr-2016 00:00,16851.0
30-Apr-2016 00:00,01-May-2016 00:00,14984.0
01-May-2016 00:00,02-May-2016 00:00,12901.0
02-May-2016 00:00,03-May-2016 00:00,13161.0
03-May-2016 00:00,04-May-2016 00:00,14891.0
04-May-2016 00:00,05-May-2016 00:00,10674.0
05-May-2016 00:00,06-May-2016 00:00,14665.0
06-May-2016 00:00,07-May-2016 00:00,9669.0
07-May-2016 00:00,08-May-2016 00:00,9581.0
08-May-2016 00:00,09-May-2016 00:00,17211.0
09-May-2016 00:00,10-May-2016 00:00,14068.0
10-May-2016 00:00,11-May-2016 00:00,9780.0
11-May-2016 00:00,12-May-2016 00:00,11212.0
12-May-2016 00:00,13-May-2016 00:00,11459.0
13-May-2016 00:00,14-May-2016 00:00,7504.0
14-May-2016 00:00,15-May-2016 00:00,24347.0
15-May-2016 00:00,16-May-2016 00:00,14571.0
16-May-2016 00:00,17-May-2016 00:00,5837.0
17-May-2016 00:00,18-May-2016 00:00,5342.0
18-May-2016 00:00,19-May-2016 00:00,9367.0
19-May-2016 00:00,20-May-2016 00:00,15612.0
20-May-2016 00:00,21-May-2016 00:00,8560.0
21-May-2016 00:00,22-May-2016 00:00,17391.0
22-May-2016 00:00,23-May-2016 00:00,16931.0
23-May-2016 00:00,24-May-2016 00:00,28554.0
24-May-2016 00:00,25-May-2016 00:00,22349.0
25-May-2016 00:00,26-May-2016 00:00,17203.0
26-May-2016 00:00,27-May-2016 00:00,18493.0
27-May-2016 00:00,28-May-2016 00:00,17383.0
28-May-2016 00:00,29-May-2016 00:00,25460.0
29-May-2016 00:00,30-May-2016 00:00,15440.0
30-May-2016 00:00,31-May-2016 00:00,14799.0
31-May-2016 00:00,01-Jun-2016 00:00,16547.0
01-Jun-2016 00:00,02-Jun-2016 00:00,12139.0
02-Jun-2016 00:00,03-Jun-2016 00:00,6216.0
03-Jun-2016 00:00,04-Jun-2016 00:00,14487.0
04-Jun-2016 00:00,05-Jun-2016 00:00,12468.0
05-Jun-2016 00:00,06-Jun-2016 00:00,12883.0
06-Jun-2016 00:00,07-Jun-2016 00:00,7651.0
07-Jun-2016 00:00,08-Jun-2016 00:00,11659.0
08-Jun-2016 00:00,09-Jun-2016 00:00,8628.0
09-Jun-2016 00:00,10-Jun-2016 00:00,6162.0
10-Jun-2016 00:00,11-Jun-2016 00:00,14155.0
11-Jun-2016 00:00,12-Jun-2016 00:00,9375.0
12-Jun-2016 00:00,13-Jun-2016 00:00,13752.0
13-Jun-2016 00:00,14-Jun-2016 00:00,9470.0
14-Jun-2016 00:00,15-Jun-2016 00:00,5475.0
15-Jun-2016 00:00,16-Jun-2016 00:00,10105.0
16-Jun-2016 00:00,17-Jun-2016 00:00,15803.0
17-Jun-2016 00:00,18-Jun-2016 00:00,11629.0
18-Jun-2016 00:00,19-Jun-2016 00:00,10624.0
19-Jun-2016 00:00,20-Jun-2016 00:00,9447.0
20-Jun-2016 00:00,21-Jun-2016 00:00,9978.0
21-Jun-2016 00:00,22-Jun-2016 00:00,8295.0
22-Jun-2016 00:00,23-Jun-2016 00:00,8003.0
23-Jun-2016 00:00,24-Jun-2016 00:00,12619.0
24-Jun-2016 00:00,25-Jun-2016 00:00,8068.0
25-Jun-2016 00:00,26-Jun-2016 00:00,10913.0
26-Jun-2016 00:00,27-Jun-2016 00:00,8289.0
27-Jun-2016 00:00,28-Jun-2016 00:00,12369.0
28-Jun-2016 00:00,29-Jun-2016 00:00,10347.0
29-Jun-2016 00:00,30-Jun-2016 00:00,7174.0
30-Jun-2016 00:00,01-Jul-2016 00:00,17427.0
01-Jul-2016 00:00,02-Jul-2016 00:00,14460.0
02-Jul-2016 00:00,03-Jul-2016 00:00,19616.0
03-Jul-2016 00:00,04-Jul-2016 00:00,13374.0
04-Jul-2016 00:00,05-Jul-2016 00:00,8549.0
05-Jul-2016 00:00,06-Jul-2016 00:00,13264.0
06-Jul-2016 00:00,07-Jul-2016 00:00,9897.0
07-Jul-2016 00:00,08-Jul-2016 00:00,13786.0
08-Jul-2016 00:00,09-Jul-2016 00:00,22612.0
09-Jul-2016 00:00,10-Jul-2016 00:00,22777.0
10-Jul-2016 00:00,11-Jul-2016 00:00,19541.0
11-Jul-2016 00:00,12-Jul-2016 00:00,7457.0
12-Jul-2016 00:00,13-Jul-2016 00:00,7430.0
13-Jul-2016 00:00,14-Jul-2016 00:00,5547.0
14-Jul-2016 00:00,15-Jul-2016 00:00,15907.0
15-Jul-2016 00:00,16-Jul-2016 00:00,11392.0
16-Jul-2016 00:00,17-Jul-2016 00:00,10621.0
17-Jul-2016 00:00,18-Jul-2016 00:00,10888.0
18-Jul-2016 00:00,19-Jul-2016 00:00,7907.0
19-Jul-2016 00:00,20-Jul-2016 00:00,6865.0
20-Jul-2016 00:00,21-Jul-2016 00:00,11392.0
21-Jul-2016 00:00,22-Jul-2016 00:00,14955.0
22-Jul-2016 00:00,23-Jul-2016 00:00,9577.0
23-Jul-2016 00:00,24-Jul-2016 00:00,10546.0
24-Jul-2016 00:00,25-Jul-2016 00:00,13346.0
25-Jul-2016 00:00,26-Jul-2016 00:00,6993.0
26-Jul-2016 00:00,27-Jul-2016 00:00,9045.0
27-Jul-2016 00:00,28-Jul-2016 00:00,8816.0
28-Jul-2016 00:00,29-Jul-2016 00:00,14356.0
29-Jul-2016 00:00,30-Jul-2016 00:00,18287.0
30-Jul-2016 00:00,31-Jul-2016 00:00,12799.0
31-Jul-2016 00:00,01-Aug-2016 00:00,11919.0
01-Aug-2016 00:00,02-Aug-2016 00:00,12884.0
02-Aug-2016 00:00,03-Aug-2016 00:00,1978.0
03-Aug-2016 00:00,04-Aug-2016 00:00,8190.0
04-Aug-2016 00:00,05-Aug-2016 00:00,10223.0
05-Aug-2016 00:00,06-Aug-2016 00:00,13864.0
06-Aug-2016 00:00,07-Aug-2016 00:00,17654.0
07-Aug-2016 00:00,08-Aug-2016 00:00,11448.0
08-Aug-2016 00:00,09-Aug-2016 00:00,8866.0
09-Aug-2016 00:00,10-Aug-2016 00:00,8667.0
10-Aug-2016 00:00,11-Aug-2016 00:00,8458.0
11-Aug-2016 00:00,12-Aug-2016 00:00,13659.0
12-Aug-2016 00:00,13-Aug-2016 00:00,7331.0
13-Aug-2016 00:00,14-Aug-2016 00:00,10684.0
14-Aug-2016 00:00,15-Aug-2016 00:00,13061.0
15-Aug-2016 00:00,16-Aug-2016 00:00,10407.0
16-Aug-2016 00:00,17-Aug-2016 00:00,11058.0
17-Aug-2016 00:00,18-Aug-2016 00:00,8339.0
18-Aug-2016 00:00,19-Aug-2016 00:00,13136.0
19-Aug-2016 00:00,20-Aug-2016 00:00,7409.0
20-Aug-2016 00:00,21-Aug-2016 00:00,20047.0
21-Aug-2016 00:00,22-Aug-2016 00:00,18908.0
22-Aug-2016 00:00,23-Aug-2016 00:00,7305.0
23-Aug-2016 00:00,24-Aug-2016 00:00,11899.0
24-Aug-2016 00:00,25-Aug-2016 00:00,11108.0
25-Aug-2016 00:00,26-Aug-2016 00:00,12658.0
26-Aug-2016 00:00,27-Aug-2016 00:00,13174.0
27-Aug-2016 00:00,28-Aug-2016 00:00,12413.0
28-Aug-2016 00:00,29-Aug-2016 00:00,13498.0
29-Aug-2016 00:00,30-Aug-2016 00:00,8738.0
30-Aug-2016 00:00,31-Aug-2016 00:00,20459.0
31-Aug-2016 00:00,01-Sep-2016 00:00,10344.0
01-Sep-2016 00:00,02-Sep-2016 00:00,9517.0
02-Sep-2016 00:00,03-Sep-2016 00:00,7820.0
03-Sep-2016 00:00,04-Sep-2016 00:00,4159.0
04-Sep-2016 00:00,05-Sep-2016 00:00,6734.0
05-Sep-2016 00:00,06-Sep-2016 00:00,7072.0
06-Sep-2016 00:00,07-Sep-2016 00:00,6182.0
07-Sep-2016 00:00,08-Sep-2016 00:00,12834.0
08-Sep-2016 00:00,09-Sep-2016 00:00,8479.0
09-Sep-2016 00:00,10-Sep-2016 00:00,24222.0
10-Sep-2016 00:00,11-Sep-2016 00:00,22247.0
11-Sep-2016 00:00,12-Sep-2016 00:00,18166.0
12-Sep-2016 00:00,13-Sep-2016 00:00,11447.0
13-Sep-2016 00:00,14-Sep-2016 00:00,8064.0
14-Sep-2016 00:00,15-Sep-2016 00:00,10896.0
15-Sep-2016 00:00,16-Sep-2016 00:00,17620.0
16-Sep-2016 00:00,17-Sep-2016 00:00,5438.0
17-Sep-2016 00:00,18-Sep-2016 00:00,13119.0
18-Sep-2016 00:00,19-Sep-2016 00:00,13103.0
19-Sep-2016 00:00,20-Sep-2016 00:00,8455.0
20-Sep-2016 00:00,21-Sep-2016 00:00,6321.0
21-Sep-2016 00:00,22-Sep-2016 00:00,8204.0
22-Sep-2016 00:00,23-Sep-2016 00:00,9211.0
23-Sep-2016 00:00,24-Sep-2016 00:00,8015.0
24-Sep-2016 00:00,25-Sep-2016 00:00,6595.0
25-Sep-2016 00:00,26-Sep-2016 00:00,5699.0
26-Sep-2016 00:00,27-Sep-2016 00:00,13004.0
27-Sep-2016 00:00,28-Sep-2016 00:00,8712.0
28-Sep-2016 00:00,29-Sep-2016 00:00,8583.0
29-Sep-2016 00:00,30-Sep-2016 00:00,13621.0
30-Sep-2016 00:00,01-Oct-2016 00:00,14272.0
01-Oct-2016 00:00,02-Oct-2016 00:00,10187.0
02-Oct-2016 00:00,03-Oct-2016 00:00,9985.0
03-Oct-2016 00:00,04-Oct-2016 00:00,11908.0
04-Oct-2016 00:00,05-Oct-2016 00:00,8881.0
05-Oct-2016 00:00,06-Oct-2016 00:00,7919.0
06-Oct-2016 00:00,07-Oct-2016 00:00,15077.0
07-Oct-2016 00:00,08-Oct-2016 00:00,12820.0
08-Oct-2016 00:00,09-Oct-2016 00:00,14730.0
09-Oct-2016 00:00,10-Oct-2016 00:00,9351.0
10-Oct-2016 00:00,11-Oct-2016 00:00,8325.0
11-Oct-2016 00:00,12-Oct-2016 00:00,15241.0
12-Oct-2016 00:00,13-Oct-2016 00:00,10398.0
13-Oct-2016 00:00,14-Oct-2016 00:00,4587.0
14-Oct-2016 00:00,15-Oct-2016 00:00,7044.0
15-Oct-2016 00:00,16-Oct-2016 00:00,9136.0
16-Oct-2016 00:00,17-Oct-2016 00:00,11662.0
17-Oct-2016 00:00,18-Oct-2016 00:00,6507.0
18-Oct-2016 00:00,19-Oct-2016 00:00,8899.0
19-Oct-2016 00:00,20-Oct-2016 00:00,9803.0
20-Oct-2016 00:00,21-Oct-2016 00:00,14615.0
21-Oct-2016 00:00,22-Oct-2016 00:00,12086.0
22-Oct-2016 00:00,23-Oct-2016 00:00,9809.0
23-Oct-2016 00:00,24-Oct-2016 00:00,13023.0
24-Oct-2016 00:00,25-Oct-2016 00:00,11470.0
25-Oct-2016 00:00,26-Oct-2016 00:00,14794.0
26-Oct-2016 00:00,27-Oct-2016 00:00,10949.0
27-Oct-2016 00:00,28-Oct-2016 00:00,12841.0
28-Oct-2016 00:00,29-Oct-2016 00:00,16088.0
29-Oct-2016 00:00,30-Oct-2016 00:00,352.0
30-Oct-2016 00:00,31-Oct-2016 00:00,13794.0
31-Oct-2016 00:00,01-Nov-2016 00:00,13991.0
01-Nov-2016 00:00,02-Nov-2016 00:00,15852.0
02-Nov-2016 00:00,03-Nov-2016 00:00,11586.0
03-Nov-2016 00:00,04-Nov-2016 00:00,11724.0
04-Nov-2016 00:00,05-Nov-2016 00:00,11123.0
05-Nov-2016 00:00,06-Nov-2016 00:00,8912.0
06-Nov-2016 00:00,07-Nov-2016 00:00,12934.0
07-Nov-2016 00:00,08-Nov-2016 00:00,8769.0
08-Nov-2016 00:00,09-Nov-2016 00:00,7049.0
09-Nov-2016 00:00,10-Nov-2016 00:00,6074.0
10-Nov-2016 00:00,11-Nov-2016 00:00,12605.0
11-Nov-2016 00:00,12-Nov-2016 00:00,7036.0
12-Nov-2016 00:00,13-Nov-2016 00:00,8023.0
13-Nov-2016 00:00,14-Nov-2016 00:00,18001.0
14-Nov-2016 00:00,15-Nov-2016 00:00,8175.0
15-Nov-2016 00:00,16-Nov-2016 00:00,7250.0
16-Nov-2016 00:00,17-Nov-2016 00:00,6905.0
17-Nov-2016 00:00,18-Nov-2016 00:00,14041.0
18-Nov-2016 00:00,19-Nov-2016 00:00,12061.0
19-Nov-2016 00:00,20-Nov-2016 00:00,17712.0
20-Nov-2016 00:00,21-Nov-2016 00:00,13507.0
21-Nov-2016 00:00,22-Nov-2016 00:00,8552.0
22-Nov-2016 00:00,23-Nov-2016 00:00,7078.0
23-Nov-2016 00:00,24-Nov-2016 00:00,9557.0
24-Nov-2016 00:00,25-Nov-2016 00:00,8443.0
25-Nov-2016 00:00,26-Nov-2016 00:00,16117.0
26-Nov-2016 00:00,27-Nov-2016 00:00,12343.0
27-Nov-2016 00:00,28-Nov-2016 00:00,9201.0
28-Nov-2016 00:00,29-Nov-2016 00:00,7385.0
29-Nov-2016 00:00,30-Nov-2016 00:00,8200.0
30-Nov-2016 00:00,01-Dec-2016 00:00,7244.0
01-Dec-2016 00:00,02-Dec-2016 00:00,9564.0
02-Dec-2016 00:00,03-Dec-2016 00:00,6007.0
03-Dec-2016 00:00,04-Dec-2016 00:00,11048.0
04-Dec-2016 00:00,05-Dec-2016 00:00,19859.0
05-Dec-2016 00:00,06-Dec-2016 00:00,7164.0
06-Dec-2016 00:00,07-Dec-2016 00:00,8434.0
07-Dec-2016 00:00,08-Dec-2016 00:00,5632.0
08-Dec-2016 00:00,09-Dec-2016 00:00,9918.0
09-Dec-2016 00:00,10-Dec-2016 00:00,5552.0
10-Dec-2016 00:00,11-Dec-2016 00:00,13225.0
11-Dec-2016 00:00,12-Dec-2016 00:00,13663.0
12-Dec-2016 00:00,13-Dec-2016 00:00,7105.0
13-Dec-2016 00:00,14-Dec-2016 00:00,8744.0
14-Dec-2016 00:00,15-Dec-2016 00:00,4238.0
15-Dec-2016 00:00,16-Dec-2016 00:00,15161.0
16-Dec-2016 00:00,17-Dec-2016 00:00,12202.0
17-Dec-2016 00:00,18-Dec-2016 00:00,13804.0
18-Dec-2016 00:00,19-Dec-2016 00:00,13029.0
19-Dec-2016 00:00,20-Dec-2016 00:00,7007.0
20-Dec-2016 00:00,21-Dec-2016 00:00,6629.0
21-Dec-2016 00:00,22-Dec-2016 00:00,12903.0
22-Dec-2016 00:00,23-Dec-2016 00:00,6120.0
23-Dec-2016 00:00,24-Dec-2016 00:00,8432.0
24-Dec-2016 00:00,25-Dec-2016 00:00,8232.0
25-Dec-2016 00:00,26-Dec-2016 00:00,9318.0
26-Dec-2016 00:00,27-Dec-2016 00:00,20339.0
27-Dec-2016 00:00,28-Dec-2016 00:00,7914.0
28-Dec-2016 00:00,29-Dec-2016 00:00,11427.0
29-Dec-2016 00:00,30-Dec-2016 00:00,12082.0
30-Dec-2016 00:00,31-Dec-2016 00:00,8832.0
31-Dec-2016 00:00,01-Jan-2017 00:00,17622.0
01-Jan-2017 00:00,02-Jan-2017 00:00,15166.0
02-Jan-2017 00:00,03-Jan-2017 00:00,10314.0
03-Jan-2017 00:00,04-Jan-2017 00:00,7488.0
04-Jan-2017 00:00,05-Jan-2017 00:00,5856.0
05-Jan-2017 00:00,06-Jan-2017 00:00,14942.0
06-Jan-2017 00:00,07-Jan-2017 00:00,15424.0
07-Jan-2017 00:00,08-Jan-2017 00:00,11046.0
08-Jan-2017 00:00,09-Jan-2017 00:00,12554.0
09-Jan-2017 00:00,10-Jan-2017 00:00,10053.0
10-Jan-2017 00:00,11-Jan-2017 00:00,8275.0
11-Jan-2017 00:00,12-Jan-2017 00:00,8295.0
12-Jan-2017 00:00,13-Jan-2017 00:00,11555.0
13-Jan-2017 00:00,14-Jan-2017 00:00,4876.0
14-Jan-2017 00:00,15-Jan-2017 00:00,19668.0
15-Jan-2017 00:00,16-Jan-2017 00:00,11899.0
16-Jan-2017 00:00,17-Jan-2017 00:00,6191.0
17-Jan-2017 00:00,18-Jan-2017 00:00,7823.0
18-Jan-2017 00:00,19-Jan-2017 00:00,9325.0
19-Jan-2017 00:00,20-Jan-2017 00:00,9001.0
20-Jan-2017 00:00,21-Jan-2017 00:00,15010.0
21-Jan-2017 00:00,22-Jan-2017 00:00,13787.0
22-Jan-2017 00:00,23-Jan-2017 00:00,14517.0
23-Jan-2017 00:00,24-Jan-2017 00:00,9423.0
24-Jan-2017 00:00,25-Jan-2017 00:00,9641.0
25-Jan-2017 00:00,26-Jan-2017 00:00,8974.0
26-Jan-2017 00:00,27-Jan-2017 00:00,7968.0
27-Jan-2017 00:00,28-Jan-2017 00:00,7958.0
28-Jan-2017 00:00,29-Jan-2017 00:00,11822.0
29-Jan-2017 00:00,30-Jan-2017 00:00,8293.0
30-Jan-2017 00:00,31-Jan-2017 00:00,5961.0
31-Jan-2017 00:00,01-Feb-2017 00:00,6516.0
01-Feb-2017 00:00,02-Feb-2017 00:00,7782.0
02-Feb-2017 00:00,03-Feb-2017 00:00,7997.0
03-Feb-2017 00:00,04-Feb-2017 00:00,14931.0
04-Feb-2017 00:00,05-Feb-2017 00:00,15108.0
05-Feb-2017 00:00,06-Feb-2017 00:00,7437.0
06-Feb-2017 00:00,07-Feb-2017 00:00,2661.0
07-Feb-2017 00:00,08-Feb-2017 00:00,6500.0
08-Feb-2017 00:00,09-Feb-2017 00:00,6587.0
09-Feb-2017 00:00,10-Feb-2017 00:00,8196.0
10-Feb-2017 00:00,11-Feb-2017 00:00,14199.0
11-Feb-2017 00:00,12-Feb-2017 00:00,11061.0
12-Feb-2017 00:00,13-Feb-2017 00:00,8996.0
13-Feb-2017 00:00,14-Feb-2017 00:00,8064.0
14-Feb-2017 00:00,15-Feb-2017 00:00,7238.0
15-Feb-2017 00:00,16-Feb-2017 00:00,9169.0
16-Feb-2017 00:00,17-Feb-2017 00:00,8286.0
17-Feb-2017 00:00,18-Feb-2017 00:00,7715.0
18-Feb-2017 00:00,19-Feb-2017 00:00,17870.0
19-Feb-2017 00:00,20-Feb-2017 00:00,16511.0
20-Feb-2017 00:00,21-Feb-2017 00:00,7875.0
21-Feb-2017 00:00,22-Feb-2017 00:00,4564.0
22-Feb-2017 00:00,23-Feb-2017 00:00,15519.0
23-Feb-2017 00:00,24-Feb-2017 00:00,14114.0
24-Feb-2017 00:00,25-Feb-2017 00:00,6997.0
25-Feb-2017 00:00,26-Feb-2017 00:00,10146.0
26-Feb-2017 00:00,27-Feb-2017 00:00,16358.0
27-Feb-2017 00:00,28-Feb-2017 00:00,6102.0
28-Feb-2017 00:00,01-Mar-2017 00:00,4939.0
01-Mar-2017 00:00,02-Mar-2017 00:00,10489.0
02-Mar-2017 00:00,03-Mar-2017 00:00,14792.0
03-Mar-2017 00:00,04-Mar-2017 00:00,10189.0
04-Mar-2017 00:00,05-Mar-2017 00:00,9192.0
05-Mar-2017 00:00,06-Mar-2017 00:00,7963.0
06-Mar-2017 00:00,07-Mar-2017 00:00,10442.0
07-Mar-2017 00:00,08-Mar-2017 00:00,15798.0
08-Mar-2017 00:00,09-Mar-2017 00:00,15934.0
